,studyid,trialOutcome,trialOutcome_label
41016,NCT02433639,"Completed, Positive outcome/primary endpoint(s) met",1
41017,NCT02433704,"Terminated, Poor enrollment",0
41022,NCT02434146,"Completed, Positive outcome/primary endpoint(s) met",1
41036,NCT02435212,"Completed, Negative outcome/primary endpoint(s) not met",0
41041,NCT02435797,"Completed, Positive outcome/primary endpoint(s) met",1
41043,NCT02435849,"Completed, Positive outcome/primary endpoint(s) met",1
41047,NCT02435927,"Completed, Positive outcome/primary endpoint(s) met",1
41051,NCT02436252,"Completed, Positive outcome/primary endpoint(s) met",1
41052,NCT02436304,"Completed, Positive outcome/primary endpoint(s) met",1
41057,NCT02436824,"Completed, Positive outcome/primary endpoint(s) met",1
41058,NCT02436928,"Completed, Positive outcome/primary endpoint(s) met",1
41061,NCT02437279,"Completed, Positive outcome/primary endpoint(s) met",1
41065,NCT02437422,"Terminated, Safety/adverse effects",0
41066,NCT02437461,"Completed, Positive outcome/primary endpoint(s) met",1
41068,NCT02437591,"Completed, Positive outcome/primary endpoint(s) met",1
41069,NCT02437786,"Completed, Positive outcome/primary endpoint(s) met",1
41070,NCT02437890,"Completed, Negative outcome/primary endpoint(s) not met",0
41072,NCT02437916,"Terminated, Lack of efficacy",0
41075,NCT02438345,"Terminated, Poor enrollment",0
41076,NCT02438423,"Completed, Positive outcome/primary endpoint(s) met",1
41078,NCT02438761,"Terminated, Lack of efficacy",0
41092,NCT02439398,"Completed, Positive outcome/primary endpoint(s) met",1
41113,NCT02441244,"Terminated, Poor enrollment",0
41115,NCT02441309,"Terminated, Poor enrollment",0
41117,NCT02441517,"Terminated, Poor enrollment",0
41120,NCT02441816,"Completed, Positive outcome/primary endpoint(s) met",1
41122,NCT02441894,"Completed, Positive outcome/primary endpoint(s) met",1
41125,NCT02442206,"Completed, Positive outcome/primary endpoint(s) met",1
41138,NCT02442765,"Completed, Positive outcome/primary endpoint(s) met",1
41142,NCT02443116,"Completed, Positive outcome/primary endpoint(s) met",1
41150,NCT02443805,"Completed, Positive outcome/primary endpoint(s) met",1
41154,NCT02444767,"Completed, Positive outcome/primary endpoint(s) met",1
41159,NCT02445248,"Completed, Positive outcome/primary endpoint(s) met",1
41162,NCT02445703,"Completed, Positive outcome/primary endpoint(s) met",1
41164,NCT02445794,"Completed, Positive outcome/primary endpoint(s) met",1
41165,NCT02445807,"Completed, Positive outcome/primary endpoint(s) met",1
41176,NCT02446613,"Completed, Negative outcome/primary endpoint(s) not met",0
41187,NCT02446990,"Completed, Negative outcome/primary endpoint(s) not met",0
41197,NCT02447432,"Completed, Positive outcome/primary endpoint(s) met",1
41206,NCT02447848,"Completed, Positive outcome/primary endpoint(s) met",1
41217,NCT02448589,"Completed, Positive outcome/primary endpoint(s) met",1
41219,NCT02448641,"Completed, Negative outcome/primary endpoint(s) not met",0
41221,NCT02448719,"Completed, Positive outcome/primary endpoint(s) met",1
41222,NCT02448771,"Completed, Positive outcome/primary endpoint(s) met",1
41228,NCT02449174,"Completed, Positive outcome/primary endpoint(s) met",1
41229,NCT02449239,"Completed, Positive outcome/primary endpoint(s) met",1
41231,NCT02449473,"Completed, Negative outcome/primary endpoint(s) not met",0
41232,NCT02449486,"Completed, Negative outcome/primary endpoint(s) not met",0
41233,NCT02449538,"Terminated, Lack of efficacy",0
41235,NCT02449603,"Completed, Positive outcome/primary endpoint(s) met",1
41238,NCT02449681,"Terminated, Lack of efficacy",0
41256,NCT02450838,"Completed, Positive outcome/primary endpoint(s) met",1
41262,NCT02451137,"Completed, Positive outcome/primary endpoint(s) met",1
41263,NCT02451150,"Completed, Positive outcome/primary endpoint(s) met",1
41267,NCT02451358,"Completed, Positive outcome/primary endpoint(s) met",1
41277,NCT02451969,"Completed, Positive outcome/primary endpoint(s) met",1
41282,NCT02452242,"Completed, Positive outcome/primary endpoint(s) met",1
41286,NCT02452424,"Terminated, Lack of efficacy",0
41292,NCT02452554,"Completed, Positive outcome/primary endpoint(s) met",1
41308,NCT02453594,"Completed, Positive outcome/primary endpoint(s) met",1
41310,NCT02453685,"Completed, Positive outcome/primary endpoint(s) met",1
41315,NCT02453932,"Completed, Positive outcome/primary endpoint(s) met",1
41316,NCT02454062,"Completed, Positive outcome/primary endpoint(s) met",1
41317,NCT02454075,"Terminated, Poor enrollment",0
41319,NCT02454270,"Terminated, Safety/adverse effects",0
41320,NCT02454283,"Terminated, Safety/adverse effects",0
41321,NCT02454348,"Completed, Positive outcome/primary endpoint(s) met",1
41327,NCT02454634,"Completed, Positive outcome/primary endpoint(s) met",1
41333,NCT02454842,"Terminated, Lack of efficacy",0
41335,NCT02454959,"Completed, Positive outcome/primary endpoint(s) met",1
41337,NCT02455050,"Completed, Positive outcome/primary endpoint(s) met",1
41338,NCT02455076,"Completed, Positive outcome/primary endpoint(s) met",1
41345,NCT02455557,"Completed, Positive outcome/primary endpoint(s) met",1
41364,NCT02457130,"Completed, Positive outcome/primary endpoint(s) met",1
41367,NCT02457273,"Completed, Positive outcome/primary endpoint(s) met",1
41371,NCT02457611,"Completed, Positive outcome/primary endpoint(s) met",1
41372,NCT02457793,"Completed, Negative outcome/primary endpoint(s) not met",0
41376,NCT02458287,"Completed, Positive outcome/primary endpoint(s) met",1
41380,NCT02458716,"Terminated, Safety/adverse effects",0
41381,NCT02458768,"Completed, Positive outcome/primary endpoint(s) met",1
41388,NCT02459262,"Completed, Positive outcome/primary endpoint(s) met",1
41389,NCT02459301,"Completed, Positive outcome/primary endpoint(s) met",1
41392,NCT02459652,"Completed, Positive outcome/primary endpoint(s) met",1
41405,NCT02460679,"Completed, Positive outcome/primary endpoint(s) met",1
41419,NCT02461758,"Completed, Positive outcome/primary endpoint(s) met",1
41425,NCT02462148,"Completed, Positive outcome/primary endpoint(s) met",1
41427,NCT02462187,"Completed, Positive outcome/primary endpoint(s) met",1
41439,NCT02462850,"Completed, Positive outcome/primary endpoint(s) met",1
41442,NCT02462941,"Completed, Positive outcome/primary endpoint(s) met",1
41452,NCT02464176,"Completed, Negative outcome/primary endpoint(s) not met",0
41453,NCT02464228,"Completed, Positive outcome/primary endpoint(s) met",1
41456,NCT02464605,"Completed, Positive outcome/primary endpoint(s) met",1
41461,NCT02465112,"Terminated, Poor enrollment",0
41471,NCT02465515,"Completed, Positive outcome/primary endpoint(s) met",1
41473,NCT02465567,"Completed, Positive outcome/primary endpoint(s) met",1
41482,NCT02466204,"Completed, Positive outcome/primary endpoint(s) met",1
41487,NCT02466516,"Completed, Positive outcome/primary endpoint(s) met",1
41493,NCT02467387,"Completed, Positive outcome/primary endpoint(s) met",1
41499,NCT02467842,"Completed, Positive outcome/primary endpoint(s) met",1
41500,NCT02467868,"Completed, Positive outcome/primary endpoint(s) met",1
41511,NCT02468583,"Terminated, Poor enrollment",0
41516,NCT02468791,"Completed, Positive outcome/primary endpoint(s) met",1
41517,NCT02468830,"Completed, Positive outcome/primary endpoint(s) met",1
41524,NCT02469311,"Completed, Early positive outcome",1
41526,NCT02469467,"Completed, Positive outcome/primary endpoint(s) met",1
41528,NCT02469597,"Terminated, Poor enrollment",0
41541,NCT02470468,"Completed, Positive outcome/primary endpoint(s) met",1
41557,NCT02471404,"Completed, Positive outcome/primary endpoint(s) met",1
41560,NCT02471560,"Completed, Positive outcome/primary endpoint(s) met",1
41572,NCT02472366,"Completed, Positive outcome/primary endpoint(s) met",1
41573,NCT02472418,"Completed, Negative outcome/primary endpoint(s) not met",0
41575,NCT02472548,"Completed, Positive outcome/primary endpoint(s) met",1
41582,NCT02472769,"Completed, Positive outcome/primary endpoint(s) met",1
41587,NCT02472964,"Completed, Positive outcome/primary endpoint(s) met",1
41588,NCT02472977,"Terminated, Lack of efficacy",0
41601,NCT02473562,"Terminated, Poor enrollment",0
41603,NCT02473731,"Completed, Positive outcome/primary endpoint(s) met",1
41608,NCT02474069,"Completed, Positive outcome/primary endpoint(s) met",1
41616,NCT02474706,"Terminated, Poor enrollment",0
41618,NCT02475057,"Completed, Positive outcome/primary endpoint(s) met",1
41624,NCT02475551,"Completed, Positive outcome/primary endpoint(s) met",1
41625,NCT02475564,"Completed, Negative outcome/primary endpoint(s) not met",0
41629,NCT02475733,"Completed, Positive outcome/primary endpoint(s) met",1
41639,NCT02476123,"Terminated, Lack of efficacy",0
41646,NCT02476916,"Completed, Positive outcome/primary endpoint(s) met",1
41650,NCT02477150,"Completed, Positive outcome/primary endpoint(s) met",1
41653,NCT02477527,"Completed, Positive outcome/primary endpoint(s) met",1
41662,NCT02477813,"Terminated, Poor enrollment",0
41665,NCT02477917,"Completed, Positive outcome/primary endpoint(s) met",1
41669,NCT02478164,"Terminated, Lack of efficacy",0
41670,NCT02478229,"Terminated, Poor enrollment",0
41673,NCT02478424,"Completed, Positive outcome/primary endpoint(s) met",1
41676,NCT02478515,"Completed, Positive outcome/primary endpoint(s) met",1
41677,NCT02478632,"Completed, Positive outcome/primary endpoint(s) met",1
41679,NCT02478840,"Completed, Positive outcome/primary endpoint(s) met",1
41680,NCT02478866,"Completed, Positive outcome/primary endpoint(s) met",1
41682,NCT02479074,"Completed, Negative outcome/primary endpoint(s) not met",0
41683,NCT02479178,"Terminated, Lack of efficacy",0
41684,NCT02479204,"Terminated, Safety/adverse effects",0
41689,NCT02479646,"Completed, Positive outcome/primary endpoint(s) met",1
41691,NCT02479802,"Completed, Negative outcome/primary endpoint(s) not met",0
41694,NCT02480010,"Terminated, Lack of efficacy",0
41695,NCT02480153,"Completed, Positive outcome/primary endpoint(s) met",1
41696,NCT02480166,"Completed, Positive outcome/primary endpoint(s) met",1
41699,NCT02480374,"Completed, Positive outcome/primary endpoint(s) met",1
41701,NCT02480465,"Completed, Positive outcome/primary endpoint(s) met",1
41703,NCT02480647,"Completed, Positive outcome/primary endpoint(s) met",1
41720,NCT02482233,"Completed, Positive outcome/primary endpoint(s) met",1
41722,NCT02482311,"Completed, Positive outcome/primary endpoint(s) met",1
41727,NCT02482636,"Completed, Positive outcome/primary endpoint(s) met",1
41733,NCT02483208,"Completed, Positive outcome/primary endpoint(s) met",1
41734,NCT02483234,"Completed, Positive outcome/primary endpoint(s) met",1
41740,NCT02483897,"Terminated, Poor enrollment",0
41764,NCT02485691,"Completed, Positive outcome/primary endpoint(s) met",1
41767,NCT02485938,"Completed, Positive outcome/primary endpoint(s) met",1
41774,NCT02486484,"Completed, Positive outcome/primary endpoint(s) met",1
41777,NCT02486627,"Completed, Positive outcome/primary endpoint(s) met",1
41778,NCT02486744,"Terminated, Lack of efficacy",0
41786,NCT02487199,"Completed, Positive outcome/primary endpoint(s) met",1
41796,NCT02487732,"Completed, Positive outcome/primary endpoint(s) met",1
41797,NCT02487823,"Terminated, Poor enrollment",0
41806,NCT02488512,"Terminated, Poor enrollment",0
41811,NCT02488694,"Terminated, Poor enrollment",0
41821,NCT02489526,"Completed, Positive outcome/primary endpoint(s) met",1
41827,NCT02490020,"Completed, Positive outcome/primary endpoint(s) met",1
41840,NCT02491437,"Completed, Positive outcome/primary endpoint(s) met",1
41841,NCT02491463,"Completed, Positive outcome/primary endpoint(s) met",1
41845,NCT02491905,"Completed, Positive outcome/primary endpoint(s) met",1
41847,NCT02491970,"Terminated, Poor enrollment",0
41849,NCT02492165,"Completed, Positive outcome/primary endpoint(s) met",1
41854,NCT02492568,"Completed, Negative outcome/primary endpoint(s) not met",0
41861,NCT02492958,"Completed, Positive outcome/primary endpoint(s) met",1
41863,NCT02493036,"Completed, Positive outcome/primary endpoint(s) met",1
41865,NCT02493361,"Completed, Positive outcome/primary endpoint(s) met",1
41869,NCT02493725,"Completed, Negative outcome/primary endpoint(s) not met",0
41879,NCT02494284,"Terminated, Poor enrollment",0
41882,NCT02494570,"Completed, Positive outcome/primary endpoint(s) met",1
41894,NCT02495454,"Terminated, Lack of efficacy",0
41895,NCT02495493,"Completed, Positive outcome/primary endpoint(s) met",1
41898,NCT02495636,"Terminated, Poor enrollment",0
41904,NCT02496039,"Terminated, Poor enrollment",0
41917,NCT02496897,"Completed, Positive outcome/primary endpoint(s) met",1
41918,NCT02496949,"Completed, Positive outcome/primary endpoint(s) met",1
41919,NCT02497001,"Completed, Positive outcome/primary endpoint(s) met",1
41920,NCT02497066,"Completed, Negative outcome/primary endpoint(s) not met",0
41930,NCT02497781,"Completed, Positive outcome/primary endpoint(s) met",1
41940,NCT02498600,"Completed, Positive outcome/primary endpoint(s) met",1
41945,NCT02499224,"Completed, Positive outcome/primary endpoint(s) met",1
41946,NCT02499237,"Completed, Positive outcome/primary endpoint(s) met",1
41953,NCT02499783,"Completed, Positive outcome/primary endpoint(s) met",1
41954,NCT02499848,"Completed, Positive outcome/primary endpoint(s) met",1
41958,NCT02499952,"Terminated, Lack of efficacy",0
41961,NCT02500043,"Completed, Positive outcome/primary endpoint(s) met",1
41962,NCT02500121,"Completed, Positive outcome/primary endpoint(s) met",1
41966,NCT02500550,"Completed, Positive outcome/primary endpoint(s) met",1
41980,NCT02502097,"Completed, Negative outcome/primary endpoint(s) not met",0
41985,NCT02502864,"Terminated, Poor enrollment",0
41986,NCT02502994,"Completed, Positive outcome/primary endpoint(s) met",1
41989,NCT02503189,"Completed, Negative outcome/primary endpoint(s) not met",0
41990,NCT02503202,"Completed, Positive outcome/primary endpoint(s) met",1
41993,NCT02503332,"Completed, Positive outcome/primary endpoint(s) met",1
41994,NCT02503462,"Terminated, Poor enrollment",0
41995,NCT02503540,"Completed, Positive outcome/primary endpoint(s) met",1
41997,NCT02503683,"Terminated, Safety/adverse effects",0
42008,NCT02504580,"Completed, Positive outcome/primary endpoint(s) met",1
42009,NCT02504619,"Terminated, Poor enrollment",0
42012,NCT02504723,"Completed, Negative outcome/primary endpoint(s) not met",0
42028,NCT02506933,"Completed, Positive outcome/primary endpoint(s) met",1
42037,NCT02507388,"Completed, Positive outcome/primary endpoint(s) met",1
42040,NCT02507583,"Completed, Positive outcome/primary endpoint(s) met",1
42047,NCT02508194,"Completed, Negative outcome/primary endpoint(s) not met",0
42051,NCT02508389,"Completed, Positive outcome/primary endpoint(s) met",1
42057,NCT02508896,"Completed, Positive outcome/primary endpoint(s) met",1
42059,NCT02509039,"Completed, Positive outcome/primary endpoint(s) met",1
42063,NCT02509429,"Completed, Positive outcome/primary endpoint(s) met",1
42068,NCT02510248,"Terminated, Lack of efficacy",0
42072,NCT02510937,"Completed, Positive outcome/primary endpoint(s) met",1
42075,NCT02510976,"Completed, Positive outcome/primary endpoint(s) met",1
42079,NCT02511184,"Terminated, Poor enrollment",0
42081,NCT02511405,"Completed, Negative outcome/primary endpoint(s) not met",0
42084,NCT02511795,"Completed, Positive outcome/primary endpoint(s) met",1
42094,NCT02513147,"Completed, Negative outcome/primary endpoint(s) not met",0
42102,NCT02513901,"Completed, Positive outcome/primary endpoint(s) met",1
42104,NCT02514018,"Completed, Positive outcome/primary endpoint(s) met",1
42106,NCT02514213,"Completed, Positive outcome/primary endpoint(s) met",1
42107,NCT02514239,"Completed, Positive outcome/primary endpoint(s) met",1
42113,NCT02514603,"Completed, Positive outcome/primary endpoint(s) met",1
42116,NCT02514772,"Completed, Positive outcome/primary endpoint(s) met",1
42117,NCT02514954,"Completed, Positive outcome/primary endpoint(s) met",1
42123,NCT02515630,"Completed, Positive outcome/primary endpoint(s) met",1
42126,NCT02515799,"Completed, Positive outcome/primary endpoint(s) met",1
42127,NCT02515838,"Completed, Negative outcome/primary endpoint(s) not met",0
42128,NCT02515851,"Terminated, Poor enrollment",0
42134,NCT02516592,"Completed, Positive outcome/primary endpoint(s) met",1
42135,NCT02516774,"Terminated, Poor enrollment",0
42144,NCT02517528,"Completed, Positive outcome/primary endpoint(s) met",1
42151,NCT02518048,"Completed, Positive outcome/primary endpoint(s) met",1
42154,NCT02518464,"Completed, Negative outcome/primary endpoint(s) not met",0
42157,NCT02518672,"Terminated, Safety/adverse effects",0
42161,NCT02519036,"Completed, Positive outcome/primary endpoint(s) met",1
42167,NCT02519855,"Completed, Positive outcome/primary endpoint(s) met",1
42168,NCT02520141,"Completed, Positive outcome/primary endpoint(s) met",1
42170,NCT02520284,"Terminated, Lack of efficacy",0
42175,NCT02520726,"Terminated, Poor enrollment",0
42176,NCT02520843,"Completed, Positive outcome/primary endpoint(s) met",1
42179,NCT02521168,"Completed, Negative outcome/primary endpoint(s) not met",0
42203,NCT02523235,"Completed, Negative outcome/primary endpoint(s) not met",0
42207,NCT02523599,"Completed, Positive outcome/primary endpoint(s) met",1
42211,NCT02524639,"Terminated, Poor enrollment",0
42212,NCT02524652,"Completed, Positive outcome/primary endpoint(s) met",1
42214,NCT02524782,"Completed, Negative outcome/primary endpoint(s) not met",0
42216,NCT02525094,"Completed, Positive outcome/primary endpoint(s) met",1
42219,NCT02525133,"Completed, Positive outcome/primary endpoint(s) met",1
42220,NCT02525211,"Terminated, Poor enrollment",0
42224,NCT02525523,"Completed, Negative outcome/primary endpoint(s) not met",0
42239,NCT02526615,"Completed, Positive outcome/primary endpoint(s) met",1
42240,NCT02526810,"Completed, Positive outcome/primary endpoint(s) met",1
42251,NCT02527733,"Completed, Positive outcome/primary endpoint(s) met",1
42254,NCT02527785,"Completed, Positive outcome/primary endpoint(s) met",1
42255,NCT02527824,"Completed, Positive outcome/primary endpoint(s) met",1
42257,NCT02527993,"Completed, Positive outcome/primary endpoint(s) met",1
42261,NCT02528201,"Terminated, Poor enrollment",0
42263,NCT02528253,"Completed, Positive outcome/primary endpoint(s) met",1
42265,NCT02528318,"Completed, Early positive outcome",1
42271,NCT02529059,"Completed, Positive outcome/primary endpoint(s) met",1
42279,NCT02529956,"Completed, Positive outcome/primary endpoint(s) met",1
42280,NCT02529969,"Completed, Positive outcome/primary endpoint(s) met",1
42282,NCT02529995,"Completed, Positive outcome/primary endpoint(s) met",1
42286,NCT02530359,"Completed, Negative outcome/primary endpoint(s) not met",0
42300,NCT02531217,"Completed, Positive outcome/primary endpoint(s) met",1
42303,NCT02531321,"Terminated, Poor enrollment",0
42305,NCT02531373,"Completed, Negative outcome/primary endpoint(s) not met",0
42306,NCT02531425,"Completed, Positive outcome/primary endpoint(s) met",1
42313,NCT02532023,"Completed, Positive outcome/primary endpoint(s) met",1
42314,NCT02532036,"Terminated, Poor enrollment",0
42322,NCT02532634,"Completed, Positive outcome/primary endpoint(s) met",1
42331,NCT02533375,"Completed, Positive outcome/primary endpoint(s) met",1
42334,NCT02533492,"Completed, Positive outcome/primary endpoint(s) met",1
42335,NCT02533505,"Completed, Positive outcome/primary endpoint(s) met",1
42342,NCT02534038,"Terminated, Poor enrollment",0
42348,NCT02534636,"Completed, Positive outcome/primary endpoint(s) met",1
42351,NCT02534935,"Completed, Positive outcome/primary endpoint(s) met",1
42355,NCT02535364,"Terminated, Safety/adverse effects",0
42361,NCT02535988,"Terminated, Poor enrollment",0
42366,NCT02536469,"Completed, Positive outcome/primary endpoint(s) met",1
42369,NCT02536508,"Completed, Negative outcome/primary endpoint(s) not met",0
42383,NCT02537574,"Completed, Negative outcome/primary endpoint(s) not met",0
42395,NCT02538471,"Terminated, Poor enrollment",0
42397,NCT02538536,"Completed, Positive outcome/primary endpoint(s) met",1
42400,NCT02538666,"Completed, Negative outcome/primary endpoint(s) not met",0
42401,NCT02538692,"Completed, Positive outcome/primary endpoint(s) met",1
42408,NCT02539017,"Terminated, Safety/adverse effects",0
42411,NCT02539095,"Completed, Positive outcome/primary endpoint(s) met",1
42426,NCT02540538,"Completed, Negative outcome/primary endpoint(s) not met",0
42430,NCT02540928,"Terminated, Safety/adverse effects",0
42435,NCT02541253,"Completed, Positive outcome/primary endpoint(s) met",1
42438,NCT02541370,"Completed, Positive outcome/primary endpoint(s) met",1
42448,NCT02542137,"Terminated, Poor enrollment",0
42451,NCT02542293,"Completed, Negative outcome/primary endpoint(s) not met",0
42452,NCT02542384,"Completed, Positive outcome/primary endpoint(s) met",1
42458,NCT02542787,"Completed, Negative outcome/primary endpoint(s) not met",0
42461,NCT02542930,"Terminated, Poor enrollment",0
42463,NCT02543229,"Completed, Positive outcome/primary endpoint(s) met",1
42475,NCT02544191,"Completed, Positive outcome/primary endpoint(s) met",1
42476,NCT02544204,"Terminated, Lack of efficacy",0
42480,NCT02544438,"Completed, Positive outcome/primary endpoint(s) met",1
42496,NCT02545543,"Completed, Positive outcome/primary endpoint(s) met",1
42497,NCT02545738,"Completed, Positive outcome/primary endpoint(s) met",1
42499,NCT02545842,"Completed, Positive outcome/primary endpoint(s) met",1
42500,NCT02545868,"Completed, Positive outcome/primary endpoint(s) met",1
42505,NCT02546167,"Completed, Early positive outcome",1
42509,NCT02546609,"Completed, Positive outcome/primary endpoint(s) met",1
42521,NCT02547649,"Completed, Positive outcome/primary endpoint(s) met",1
42524,NCT02547714,"Completed, Positive outcome/primary endpoint(s) met",1
42532,NCT02548169,"Terminated, Safety/adverse effects",0
42535,NCT02548533,"Terminated, Poor enrollment",0
42537,NCT02548650,"Completed, Negative outcome/primary endpoint(s) not met",0
42550,NCT02549430,"Completed, Positive outcome/primary endpoint(s) met",1
42551,NCT02549573,"Terminated, Poor enrollment",0
42554,NCT02549742,"Completed, Positive outcome/primary endpoint(s) met",1
42555,NCT02549846,"Completed, Negative outcome/primary endpoint(s) not met",0
42561,NCT02550197,"Completed, Positive outcome/primary endpoint(s) met",1
42572,NCT02550756,"Completed, Positive outcome/primary endpoint(s) met",1
42573,NCT02550873,"Completed, Positive outcome/primary endpoint(s) met",1
42578,NCT02551185,"Completed, Positive outcome/primary endpoint(s) met",1
42583,NCT02551523,"Completed, Positive outcome/primary endpoint(s) met",1
42595,NCT02552212,"Completed, Positive outcome/primary endpoint(s) met",1
42600,NCT02552667,"Completed, Positive outcome/primary endpoint(s) met",1
42609,NCT02553707,"Completed, Positive outcome/primary endpoint(s) met",1
42614,NCT02554019,"Completed, Positive outcome/primary endpoint(s) met",1
42616,NCT02554279,"Completed, Positive outcome/primary endpoint(s) met",1
42626,NCT02554890,"Completed, Positive outcome/primary endpoint(s) met",1
42627,NCT02554955,"Completed, Negative outcome/primary endpoint(s) not met",0
42628,NCT02554981,"Completed, Positive outcome/primary endpoint(s) met",1
42631,NCT02555085,"Terminated, Safety/adverse effects",0
42635,NCT02555306,"Completed, Positive outcome/primary endpoint(s) met",1
42638,NCT02555618,"Completed, Positive outcome/primary endpoint(s) met",1
42658,NCT02556710,"Completed, Negative outcome/primary endpoint(s) not met",0
42659,NCT02556801,"Completed, Positive outcome/primary endpoint(s) met",1
42662,NCT02556918,"Completed, Negative outcome/primary endpoint(s) not met",0
42664,NCT02557100,"Completed, Positive outcome/primary endpoint(s) met",1
42677,NCT02558439,"Completed, Positive outcome/primary endpoint(s) met",1
42679,NCT02558790,"Completed, Positive outcome/primary endpoint(s) met",1
42685,NCT02559310,"Completed, Positive outcome/primary endpoint(s) met",1
42688,NCT02559622,"Completed, Positive outcome/primary endpoint(s) met",1
42691,NCT02559687,"Completed, Positive outcome/primary endpoint(s) met",1
42693,NCT02559791,"Completed, Positive outcome/primary endpoint(s) met",1
42695,NCT02559856,"Completed, Negative outcome/primary endpoint(s) not met",0
42705,NCT02560220,"Completed, Positive outcome/primary endpoint(s) met",1
42706,NCT02560298,"Completed, Positive outcome/primary endpoint(s) met",1
42717,NCT02560753,"Completed, Positive outcome/primary endpoint(s) met",1
42719,NCT02560948,"Completed, Positive outcome/primary endpoint(s) met",1
42725,NCT02561130,"Completed, Negative outcome/primary endpoint(s) not met",0
42727,NCT02561195,"Completed, Positive outcome/primary endpoint(s) met",1
42730,NCT02561338,"Completed, Positive outcome/primary endpoint(s) met",1
42731,NCT02561442,"Completed, Positive outcome/primary endpoint(s) met",1
42742,NCT02561897,"Terminated, Poor enrollment",0
42747,NCT02562508,"Completed, Positive outcome/primary endpoint(s) met",1
42748,NCT02562573,"Completed, Positive outcome/primary endpoint(s) met",1
42751,NCT02562755,"Terminated, Lack of efficacy",0
42769,NCT02564029,"Completed, Positive outcome/primary endpoint(s) met",1
42773,NCT02564107,"Completed, Positive outcome/primary endpoint(s) met",1
42776,NCT02564354,"Completed, Positive outcome/primary endpoint(s) met",1
42781,NCT02564575,"Terminated, Safety/adverse effects",0
42789,NCT02565173,"Completed, Negative outcome/primary endpoint(s) not met",0
42790,NCT02565511,"Terminated, Safety/adverse effects",0
42791,NCT02565576,"Completed, Positive outcome/primary endpoint(s) met",1
42799,NCT02566031,"Completed, Positive outcome/primary endpoint(s) met",1
42811,NCT02567331,"Completed, Positive outcome/primary endpoint(s) met",1
42815,NCT02567461,"Completed, Negative outcome/primary endpoint(s) not met",0
42816,NCT02567552,"Completed, Positive outcome/primary endpoint(s) met",1
42822,NCT02567955,"Completed, Positive outcome/primary endpoint(s) met",1
42827,NCT02568332,"Completed, Positive outcome/primary endpoint(s) met",1
42828,NCT02568449,"Completed, Negative outcome/primary endpoint(s) not met",0
42833,NCT02568826,"Terminated, Poor enrollment",0
42837,NCT02569372,"Completed, Negative outcome/primary endpoint(s) not met",0
42838,NCT02569398,"Terminated, Safety/adverse effects",0
42839,NCT02569476,"Completed, Positive outcome/primary endpoint(s) met",1
42847,NCT02569853,"Completed, Positive outcome/primary endpoint(s) met",1
42850,NCT02570126,"Completed, Positive outcome/primary endpoint(s) met",1
42852,NCT02570243,"Completed, Positive outcome/primary endpoint(s) met",1
42859,NCT02571049,"Completed, Positive outcome/primary endpoint(s) met",1
42864,NCT02571556,"Completed, Positive outcome/primary endpoint(s) met",1
42876,NCT02572635,"Completed, Positive outcome/primary endpoint(s) met",1
42878,NCT02572817,"Completed, Negative outcome/primary endpoint(s) not met",0
42880,NCT02573012,"Completed, Positive outcome/primary endpoint(s) met",1
42882,NCT02573181,"Completed, Positive outcome/primary endpoint(s) met",1
42883,NCT02573220,"Terminated, Poor enrollment",0
42885,NCT02573324,"Terminated, Lack of efficacy",0
42886,NCT02573337,"Completed, Positive outcome/primary endpoint(s) met",1
42894,NCT02574520,"Completed, Negative outcome/primary endpoint(s) not met",0
42900,NCT02574923,"Completed, Positive outcome/primary endpoint(s) met",1
42905,NCT02575300,"Completed, Negative outcome/primary endpoint(s) not met",0
42906,NCT02575313,"Terminated, Poor enrollment",0
42907,NCT02575365,"Terminated, Poor enrollment",0
42908,NCT02575456,"Completed, Positive outcome/primary endpoint(s) met",1
42946,NCT02577718,"Completed, Positive outcome/primary endpoint(s) met",1
42949,NCT02578186,"Completed, Positive outcome/primary endpoint(s) met",1
42952,NCT02578511,"Terminated, Poor enrollment",0
42953,NCT02578537,"Completed, Positive outcome/primary endpoint(s) met",1
42960,NCT02579239,"Completed, Positive outcome/primary endpoint(s) met",1
42965,NCT02579603,"Completed, Positive outcome/primary endpoint(s) met",1
42969,NCT02579733,"Terminated, Poor enrollment",0
42970,NCT02579772,"Completed, Negative outcome/primary endpoint(s) not met",0
42981,NCT02580370,"Completed, Negative outcome/primary endpoint(s) not met",0
42983,NCT02580474,"Completed, Positive outcome/primary endpoint(s) met",1
42995,NCT02581176,"Completed, Positive outcome/primary endpoint(s) met",1
42998,NCT02581345,"Completed, Positive outcome/primary endpoint(s) met",1
42999,NCT02581410,"Completed, Positive outcome/primary endpoint(s) met",1
43005,NCT02581748,"Completed, Positive outcome/primary endpoint(s) met",1
43010,NCT02581995,"Completed, Positive outcome/primary endpoint(s) met",1
43011,NCT02582073,"Completed, Negative outcome/primary endpoint(s) not met",0
43014,NCT02582203,"Completed, Negative outcome/primary endpoint(s) not met",0
43015,NCT02582242,"Completed, Positive outcome/primary endpoint(s) met",1
43023,NCT02582827,"Terminated, Poor enrollment",0
43026,NCT02582983,"Completed, Positive outcome/primary endpoint(s) met",1
43028,NCT02583165,"Completed, Positive outcome/primary endpoint(s) met",1
43029,NCT02583269,"Completed, Positive outcome/primary endpoint(s) met",1
